date,rv_5min,bv_5min,rk_5min,jump_var,jump_ratio,cont_var,rv_5min_ann,bv_5min_ann,rk_5min_ann
2015-01-05,3.3280433453678316e-23,3.6542222604284924e-23,2.3454595093822503e-23,0.0,0.0,3.6542222604284924e-23,8.386669230326936e-21,9.2086400962798e-21,5.9105579636432704e-21
2015-01-06,0.0012398748838604856,0.0012235678476738652,0.0008939162363273296,1.630703618662045e-05,0.013152162678458775,0.0012235678476738652,0.3124484707328424,0.308339097613814,0.22526689155448706
2015-01-07,0.0003370568883026161,0.00032968765511002753,0.0002878598433402863,7.369233192588574e-06,0.021863470014915898,0.00032968765511002753,0.08493833585225925,0.08308128908772694,0.07254068052175214
2015-01-08,0.0070236456691663285,0.0065450195075664385,0.007258869271456622,0.00047862616159988994,0.06814497542677939,0.0065450195075664385,1.7699587086299147,1.6493449159067426,1.8292350564070687
2015-01-09,6.023610303210731e-05,5.70269076465385e-05,6.5781534846448e-05,3.209195385568811e-06,0.053276941414707554,5.70269076465385e-05,0.015179497964091043,0.014370780726927702,0.016576946781304894
2015-01-12,0.0003140170437520845,0.0002676611132140283,0.00040673178119042,4.635593053805621e-05,0.14762233870028957,0.0002676611132140283,0.0791322950255253,0.06745060052993514,0.10249640885998584
2015-01-13,3.3572776946332636e-06,2.765526615568081e-06,4.710564852110222e-06,5.917510790651827e-07,0.17625914703212428,2.765526615568081e-06,0.0008460339790475824,0.0006969127071231564,0.001187062342731776
2015-01-14,8.450724189313541e-05,9.392659362373193e-05,0.00011454203938356019,0.0,0.0,9.392659362373193e-05,0.021295824957070126,0.023669501593180445,0.028864593924657168
2015-01-15,0.000457296910015834,0.00041808018775659926,0.00044494654192043034,3.9216722259234746e-05,0.08575768021725574,0.00041808018775659926,0.11523882132399017,0.10535620731466301,0.11212652856394845
2015-01-16,0.000133935686717382,0.0001222284961580465,0.00018270012261644382,1.1707190559335498e-05,0.08740904503390363,0.0001222284961580465,0.03375179305278026,0.03080158103182772,0.04604043089934384
2015-01-20,6.241458858848054e-05,6.58051546543587e-05,5.995633976881888e-05,0.0,0.0,6.58051546543587e-05,0.015728476324297098,0.016582898972898392,0.015108997621742358
2015-01-21,5.0375864845807136e-05,5.3494509952626526e-05,2.9786300413300826e-05,0.0,0.0,5.3494509952626526e-05,0.012694717941143399,0.013480616508061885,0.007506147704151808
2015-01-22,4.139913415489224e-05,4.224214562323148e-05,5.687378806032909e-05,0.0,0.0,4.224214562323148e-05,0.010432581807032845,0.010645020697054332,0.014332194591202932
2015-01-23,5.582743176008855e-05,5.687708947290626e-05,5.123106558953548e-05,0.0,0.0,5.687708947290626e-05,0.014068512803542314,0.014333026547172377,0.012910228528562941
