date,rv_5min,bv_5min,rk_5min,jump_var,jump_ratio,cont_var,rv_5min_ann,bv_5min_ann,rk_5min_ann
2015-01-05,3.3280433453678187e-23,3.6542222604284777e-23,2.3454595093822412e-23,0.0,0.0,3.6542222604284777e-23,8.386669230326903e-21,9.208640096279764e-21,5.910557963643248e-21
2015-01-06,6.067035154994681e-08,5.987240521595905e-08,4.374168153589842e-08,7.979463339877588e-10,0.013151945911916287,5.987240521595905e-08,1.5288928590586596e-05,1.5087846114421682e-05,1.1022903747046402e-05
2015-01-07,0.0003983670428893816,0.00038965735696639835,0.00034022112746473243,8.709685922983262e-06,0.02186347002489936,0.00038965735696639835,0.10038849480812416,0.09819365395553238,0.08573572412111258
2015-01-08,0.027776685680877333,0.02588384411744707,0.02870693364230627,0.0018928415634302635,0.06814497543402856,0.02588384411744707,6.999724791581087,6.522728717596661,7.23414727786118
2015-01-09,1.5868075599193763e-06,1.5022673051096553e-06,1.7328915972835274e-06,8.454025480972105e-08,0.053276908724273854,1.5022673051096553e-06,0.00039987550509968284,0.0003785713608876331,0.0004366886825154489
2015-01-12,0.0017791828963593674,0.0015165357553868317,0.0023044934754277084,0.0002626471409725357,0.1476223390874272,0.0015165357553868317,0.4483540898825606,0.3821670103574816,0.5807323558077825
2015-01-13,0.0030100797472862057,0.0024795255004998267,0.004223414667866519,0.000530554246786379,0.1762591994741837,0.0024795255004998267,0.7585400963161238,0.6248404261259564,1.0643004963023628
2015-01-14,4.0260494348869813e-05,4.474801220679795e-05,5.4569514115031646e-05,0.0,0.0,4.474801220679795e-05,0.010145644575915193,0.011276499076113083,0.013751517556987974
2015-01-15,0.002029717498245138,0.0018556536337186265,0.0019749002500110725,0.0001740638645265117,0.08575768036253661,0.0018556536337186265,0.5114888095577749,0.46762471569709385,0.4976748630027903
2015-01-16,5.9813760090318375e-05,5.458549640190102e-05,8.159125898768771e-05,5.228263688417352e-06,0.08740904422516933,5.458549640190102e-05,0.01507306754276023,0.013755545093279057,0.020560997264897303
2015-01-20,0.0006461592660693473,0.0006812607660589156,0.0006207097631718538,0.0,0.0,0.0006812607660589156,0.16283213504947552,0.17167771304684673,0.15641886031930716
2015-01-21,0.00011185065286518442,0.00011877504994144805,6.61351851300972e-05,0.0,0.0,0.00011877504994144805,0.028186364522026473,0.029931312585244906,0.016666066652784493
2015-01-22,8.123119897951678e-05,8.288531164937288e-05,0.00011159474923708058,0.0,0.0,8.288531164937288e-05,0.020470262142838227,0.020887098535641968,0.028121876807744306
2015-01-23,0.0003032487170764267,0.00030895034698749316,0.00027828174115635267,0.0,0.0,0.00030895034698749316,0.07641867670325954,0.07785548744084828,0.07012699877140087
