datetime,date,bar,Open,High,Low,Close,log_ret
2015-01-05 09:30:00,2015-01-05,0,167.0526,167.1258,166.9794,167.0526,2.886389785174518e-13
2015-01-05 09:35:00,2015-01-05,1,167.0526,167.0885,167.0167,167.0526,-9.766557464152015e-13
2015-01-05 09:40:00,2015-01-05,2,167.0526,167.1052,167.0001,167.0526,6.987620675878879e-13
2015-01-05 09:45:00,2015-01-05,3,167.0526,167.1281,166.9771,167.0526,8.684123971528843e-13
2015-01-05 09:50:00,2015-01-05,4,167.0526,167.0937,167.0115,167.0526,-1.7863821685866225e-12
2015-01-05 09:55:00,2015-01-05,5,167.0526,167.0954,167.0098,167.0526,-1.1824879298087557e-12
2015-01-05 10:00:00,2015-01-05,6,167.0526,167.1857,166.9195,167.0526,1.1514855472225672e-13
2015-01-05 10:05:00,2015-01-05,7,167.0526,167.1064,166.9988,167.0526,-2.8257028609971175e-13
2015-01-05 10:10:00,2015-01-05,8,167.0526,167.104,167.0012,167.0526,-1.4894153335228215e-14
2015-01-05 10:15:00,2015-01-05,9,167.0526,167.054,167.0513,167.0526,-7.503722215080428e-13
2015-01-05 10:20:00,2015-01-05,10,167.0526,167.1045,167.0008,167.0526,7.676820827044348e-13
2015-01-05 10:25:00,2015-01-05,11,167.0526,167.1004,167.0048,167.0526,6.739311111374642e-13
2015-01-05 10:30:00,2015-01-05,12,167.0526,167.1233,166.9819,167.0526,5.679673360167093e-14
2015-01-05 10:35:00,2015-01-05,13,167.0526,167.063,167.0422,167.0526,9.627040833513464e-13
2015-01-05 10:40:00,2015-01-05,14,167.0526,167.097,167.0083,167.0526,3.9649859897024645e-13
2015-01-05 10:45:00,2015-01-05,15,167.0526,167.0609,167.0443,167.0526,-7.238499937098314e-13
2015-01-05 10:50:00,2015-01-05,16,167.0526,167.2271,166.8781,167.0526,3.0858971192421316e-13
2015-01-05 10:55:00,2015-01-05,17,167.0526,167.2013,166.9039,167.0526,-7.973398561526671e-13
2015-01-05 11:00:00,2015-01-05,18,167.0526,167.1877,166.9175,167.0526,7.259677345267599e-13
2015-01-05 11:05:00,2015-01-05,19,167.0526,167.1538,166.9514,167.0526,-4.101518300902849e-14
2015-01-05 11:10:00,2015-01-05,20,167.0526,167.093,167.0123,167.0526,-1.5100314997260642e-13
2015-01-05 11:15:00,2015-01-05,21,167.0526,167.1435,166.9617,167.0526,-5.531751691885435e-13
2015-01-05 11:20:00,2015-01-05,22,167.0526,167.0904,167.0148,167.0526,9.879954758638084e-13
2015-01-05 11:25:00,2015-01-05,23,167.0526,167.1817,166.9235,167.0526,-1.2426397776109687e-13
2015-01-05 11:30:00,2015-01-05,24,167.0526,167.0878,167.0174,167.0526,-3.42821361521937e-13
2015-01-05 11:35:00,2015-01-05,25,167.0526,167.1252,166.98,167.0526,-2.8059204254798246e-13
2015-01-05 11:40:00,2015-01-05,26,167.0526,167.1442,166.9611,167.0526,4.2240619065074063e-13
2015-01-05 11:45:00,2015-01-05,27,167.0526,167.0727,167.0325,167.0526,2.8887556632972294e-13
2015-01-05 11:50:00,2015-01-05,28,167.0526,167.1451,166.9601,167.0526,3.250951684091135e-13
2015-01-05 11:55:00,2015-01-05,29,167.0526,167.0855,167.0197,167.0526,3.3823732319602455e-13
2015-01-05 12:00:00,2015-01-05,30,167.0526,167.1339,166.9713,167.0526,1.6764451762641594e-12
2015-01-05 12:05:00,2015-01-05,31,167.0526,167.2192,166.886,167.0526,-3.172955363345412e-13
2015-01-05 12:10:00,2015-01-05,32,167.0526,167.0944,167.0108,167.0526,-3.989893347374913e-13
2015-01-05 12:15:00,2015-01-05,33,167.0526,167.0754,167.0298,167.0526,-6.325869707026443e-13
2015-01-05 12:20:00,2015-01-05,34,167.0526,167.1096,166.9956,167.0526,4.780320434340854e-13
2015-01-05 12:25:00,2015-01-05,35,167.0526,167.1911,166.9141,167.0526,8.749662254432808e-13
2015-01-05 12:30:00,2015-01-05,36,167.0526,167.0595,167.0457,167.0526,-8.82215161470994e-14
2015-01-05 12:35:00,2015-01-05,37,167.0526,167.1032,167.002,167.0526,-6.50036105583842e-13
2015-01-05 12:40:00,2015-01-05,38,167.0526,167.0748,167.0304,167.0526,-6.376929692137244e-13
2015-01-05 12:45:00,2015-01-05,39,167.0526,167.0547,167.0505,167.0526,5.031993922009939e-13
2015-01-05 12:50:00,2015-01-05,40,167.0526,167.2057,166.8995,167.0526,5.750619797097399e-13
2015-01-05 12:55:00,2015-01-05,41,167.0526,167.0755,167.0297,167.0526,4.2052621478213937e-13
2015-01-05 13:00:00,2015-01-05,42,167.0526,167.1506,166.9546,167.0526,-5.157775087454776e-13
2015-01-05 13:05:00,2015-01-05,43,167.0526,167.0698,167.0354,167.0526,1.8016925177130073e-13
2015-01-05 13:10:00,2015-01-05,44,167.0526,167.0737,167.0315,167.0526,9.070581990041358e-14
