datetime,date,bar,Open,High,Low,Close,log_ret
2015-01-05 09:30:00,2015-01-05,0,93.2764,93.3096,93.2433,93.2764,2.8863897851745245e-13
2015-01-05 09:35:00,2015-01-05,1,93.2764,93.2927,93.2602,93.2764,-9.766557464152038e-13
2015-01-05 09:40:00,2015-01-05,2,93.2764,93.3002,93.2526,93.2764,6.987620675878896e-13
2015-01-05 09:45:00,2015-01-05,3,93.2764,93.3106,93.2422,93.2764,8.684123971528862e-13
2015-01-05 09:50:00,2015-01-05,4,93.2764,93.295,93.2578,93.2764,-1.7863821685866263e-12
2015-01-05 09:55:00,2015-01-05,5,93.2764,93.2958,93.257,93.2764,-1.1824879298087583e-12
2015-01-05 10:00:00,2015-01-05,6,93.2764,93.3367,93.2162,93.2764,1.15148554722257e-13
2015-01-05 10:05:00,2015-01-05,7,93.2764,93.3008,93.2521,93.2764,-2.825702860997123e-13
2015-01-05 10:10:00,2015-01-05,8,93.2764,93.2997,93.2531,93.2764,-1.489415333522825e-14
2015-01-05 10:15:00,2015-01-05,9,93.2764,93.277,93.2758,93.2764,-7.503722215080445e-13
2015-01-05 10:20:00,2015-01-05,10,93.2764,93.2999,93.2529,93.2764,7.676820827044367e-13
2015-01-05 10:25:00,2015-01-05,11,93.2764,93.2981,93.2548,93.2764,6.739311111374657e-13
2015-01-05 10:30:00,2015-01-05,12,93.2764,93.3084,93.2444,93.2764,5.679673360167105e-14
2015-01-05 10:35:00,2015-01-05,13,93.2764,93.2811,93.2717,93.2764,9.627040833513488e-13
2015-01-05 10:40:00,2015-01-05,14,93.2764,93.2965,93.2563,93.2764,3.964985989702473e-13
2015-01-05 10:45:00,2015-01-05,15,93.2764,93.2802,93.2727,93.2764,-7.238499937098332e-13
2015-01-05 10:50:00,2015-01-05,16,93.2764,93.3554,93.1974,93.2764,3.085897119242139e-13
2015-01-05 10:55:00,2015-01-05,17,93.2764,93.3437,93.2091,93.2764,-7.973398561526689e-13
2015-01-05 11:00:00,2015-01-05,18,93.2764,93.3376,93.2153,93.2764,7.259677345267615e-13
2015-01-05 11:05:00,2015-01-05,19,93.2764,93.3223,93.2306,93.2764,-4.1015183009028584e-14
2015-01-05 11:10:00,2015-01-05,20,93.2764,93.2947,93.2582,93.2764,-1.5100314997260675e-13
2015-01-05 11:15:00,2015-01-05,21,93.2764,93.3176,93.2353,93.2764,-5.531751691885447e-13
2015-01-05 11:20:00,2015-01-05,22,93.2764,93.2935,93.2593,93.2764,9.879954758638109e-13
2015-01-05 11:25:00,2015-01-05,23,93.2764,93.3349,93.218,93.2764,-1.2426397776109717e-13
2015-01-05 11:30:00,2015-01-05,24,93.2764,93.2924,93.2605,93.2764,-3.4282136152193776e-13
2015-01-05 11:35:00,2015-01-05,25,93.2764,93.3093,93.2436,93.2764,-2.8059204254798307e-13
2015-01-05 11:40:00,2015-01-05,26,93.2764,93.3179,93.235,93.2764,4.224061906507417e-13
2015-01-05 11:45:00,2015-01-05,27,93.2764,93.2855,93.2673,93.2764,2.888755663297236e-13
2015-01-05 11:50:00,2015-01-05,28,93.2764,93.3183,93.2346,93.2764,3.2509516840911433e-13
2015-01-05 11:55:00,2015-01-05,29,93.2764,93.2913,93.2615,93.2764,3.382373231960253e-13
2015-01-05 12:00:00,2015-01-05,30,93.2764,93.3132,93.2396,93.2764,1.6764451762641632e-12
2015-01-05 12:05:00,2015-01-05,31,93.2764,93.3519,93.201,93.2764,-3.172955363345419e-13
2015-01-05 12:10:00,2015-01-05,32,93.2764,93.2954,93.2575,93.2764,-3.989893347374923e-13
2015-01-05 12:15:00,2015-01-05,33,93.2764,93.2868,93.2661,93.2764,-6.325869707026458e-13
2015-01-05 12:20:00,2015-01-05,34,93.2764,93.3022,93.2506,93.2764,4.780320434340866e-13
2015-01-05 12:25:00,2015-01-05,35,93.2764,93.3391,93.2137,93.2764,8.749662254432827e-13
2015-01-05 12:30:00,2015-01-05,36,93.2764,93.2796,93.2733,93.2764,-8.822151614709962e-14
2015-01-05 12:35:00,2015-01-05,37,93.2764,93.2993,93.2535,93.2764,-6.500361055838435e-13
2015-01-05 12:40:00,2015-01-05,38,93.2764,93.2865,93.2664,93.2764,-6.376929692137259e-13
2015-01-05 12:45:00,2015-01-05,39,93.2764,93.2774,93.2755,93.2764,5.03199392200995e-13
2015-01-05 12:50:00,2015-01-05,40,93.2764,93.3458,93.2071,93.2764,5.750619797097411e-13
2015-01-05 12:55:00,2015-01-05,41,93.2764,93.2868,93.2661,93.2764,4.205262147821404e-13
2015-01-05 13:00:00,2015-01-05,42,93.2764,93.3208,93.2321,93.2764,-5.157775087454786e-13
2015-01-05 13:05:00,2015-01-05,43,93.2764,93.2842,93.2686,93.2764,1.8016925177130113e-13
2015-01-05 13:10:00,2015-01-05,44,93.2764,93.286,93.2669,93.2764,9.070581990041378e-14
2015-01-05 13:15:00,2015-01-05,45,93.2764,93.3357,93.2172,93.2764,1.7033803072566224e-13
2015-01-05 13:20:00,2015-01-05,46,93.2764,93.3129,93.24,93.2764,6.803401703414323e-13
2015-01-05 13:25:00,2015-01-05,47,93.2764,93.2921,93.2608,93.2764,1.7502677799330786e-13
2015-01-05 13:30:00,2015-01-05,48,93.2764,93.3407,93.2122,93.2764,5.330146502878644e-13
2015-01-05 13:35:00,2015-01-05,49,93.2764,93.3288,93.224,93.2764,5.3229690020055454e-14
2015-01-05 13:40:00,2015-01-05,50,93.2764,93.3047,93.2481,93.2764,2.2854258196480353e-13
2015-01-05 13:45:00,2015-01-05,51,93.2764,93.3176,93.2353,93.2764,5.00949564494032e-13
2015-01-05 13:50:00,2015-01-05,52,93.2764,93.2938,93.2591,93.2764,-1.1611115363392477e-12
2015-01-05 13:55:00,2015-01-05,53,93.2764,93.3381,93.2148,93.2764,-2.558557160203618e-13
2015-01-05 14:00:00,2015-01-05,54,93.2764,93.305,93.2479,93.2764,-3.7824741447359503e-13
2015-01-05 14:05:00,2015-01-05,55,93.2764,93.2865,93.2664,93.2764,-5.163084500509712e-13
2015-01-05 14:10:00,2015-01-05,56,93.2764,93.3433,93.2096,93.2764,-2.2352071902896987e-13
2015-01-05 14:15:00,2015-01-05,57,93.2764,93.3228,93.23,93.2764,1.2211292914974762e-12
2015-01-05 14:20:00,2015-01-05,58,93.2764,93.2908,93.262,93.2764,-7.112984212716333e-13
2015-01-05 14:25:00,2015-01-05,59,93.2764,93.3152,93.2377,93.2764,8.002033153474864e-13
2015-01-05 14:30:00,2015-01-05,60,93.2764,93.3693,93.1835,93.2764,-1.3993570646331e-12
2015-01-05 14:35:00,2015-01-05,61,93.2764,93.4128,93.14,93.2764,-2.802490988274666e-13
2015-01-05 14:40:00,2015-01-05,62,93.2764,93.296,93.2569,93.2764,1.3709977713201748e-13
2015-01-05 14:45:00,2015-01-05,63,93.2764,93.3234,93.2295,93.2764,4.971800818981577e-13
2015-01-05 14:50:00,2015-01-05,64,93.2764,93.3783,93.1746,93.2764,6.07412795346837e-13
2015-01-05 14:55:00,2015-01-05,65,93.2764,93.2893,93.2635,93.2764,6.824027798509688e-13
2015-01-05 15:00:00,2015-01-05,66,93.2764,93.3158,93.237,93.2764,-3.021587968667637e-13
2015-01-05 15:05:00,2015-01-05,67,93.2764,93.2967,93.2561,93.2764,-4.036161070193838e-13
2015-01-05 15:10:00,2015-01-05,68,93.2764,93.3066,93.2463,93.2764,7.547105690682278e-13
2015-01-05 15:15:00,2015-01-05,69,93.2764,93.2834,93.2694,93.2764,-1.6959045516666062e-13
2015-01-05 15:20:00,2015-01-05,70,93.2764,93.3297,93.2231,93.2764,-1.139856104415728e-12
2015-01-05 15:25:00,2015-01-05,71,93.2764,93.2843,93.2685,93.2764,-1.0207757605938798e-12
2015-01-05 15:30:00,2015-01-05,72,93.2764,93.2845,93.2684,93.2764,-8.349395951190713e-13
2015-01-05 15:35:00,2015-01-05,73,93.2764,93.3295,93.2234,93.2764,4.552040338706975e-13
2015-01-05 15:40:00,2015-01-05,74,93.2764,93.3629,93.1899,93.2764,1.315000155989896e-13
2015-01-05 15:45:00,2015-01-05,75,93.2764,93.3018,93.2511,93.2764,6.429265171988393e-13
2015-01-05 15:50:00,2015-01-05,76,93.2764,93.2793,93.2736,93.2764,-4.0123570130713475e-13
2015-01-05 15:55:00,2015-01-05,77,93.2764,93.3701,93.1827,93.2764,1.5017449800888554e-13
2015-01-06 09:30:00,2015-01-06,0,93.2764,93.3117,93.1838,93.219,-0.0006153447440774375
2015-01-06 09:35:00,2015-01-06,1,93.219,93.2504,92.7596,92.791,-0.004602078817377213
2015-01-06 09:40:00,2015-01-06,2,92.791,93.1086,92.6889,93.0064,0.002318277565364631
2015-01-06 09:45:00,2015-01-06,3,93.0064,93.5229,92.9987,93.5152,0.005455516830721499
2015-01-06 09:50:00,2015-01-06,4,93.5152,93.9779,93.4655,93.9282,0.004406461285251534
2015-01-06 09:55:00,2015-01-06,5,93.9282,94.2617,93.9036,94.2371,0.0032839768870123027
2015-01-06 10:00:00,2015-01-06,6,94.2371,94.2775,93.3002,93.3405,-0.009560017032966748
2015-01-06 10:05:00,2015-01-06,7,93.3405,93.687,93.3362,93.6827,0.0036597769113537733
2015-01-06 10:10:00,2015-01-06,8,93.6827,93.7624,93.2565,93.3361,-0.003706593160753994
2015-01-06 10:15:00,2015-01-06,9,93.3361,93.7725,93.2702,93.7065,0.003960581053140742
2015-01-06 10:20:00,2015-01-06,10,93.7065,93.8015,93.2323,93.3273,-0.004055212993232259
2015-01-06 10:25:00,2015-01-06,11,93.3273,93.3843,93.1152,93.1722,-0.001663252983430486
2015-01-06 10:30:00,2015-01-06,12,93.1722,93.283,93.124,93.2348,0.0006718543723901366
2015-01-06 10:35:00,2015-01-06,13,93.2348,93.3312,93.1547,93.251,0.00017359526512895549
2015-01-06 10:40:00,2015-01-06,14,93.251,93.6355,93.1251,93.5096,0.0027691896550478467
2015-01-06 10:45:00,2015-01-06,15,93.5096,93.56,93.2841,93.3346,-0.0018737582568278315
2015-01-06 10:50:00,2015-01-06,16,93.3346,93.5277,93.3188,93.5119,0.0018986501443527468
2015-01-06 10:55:00,2015-01-06,17,93.5119,94.0029,93.4974,93.9884,0.005081941453065222
2015-01-06 11:00:00,2015-01-06,18,93.9884,94.5577,93.9154,94.4846,0.005266360564878935
2015-01-06 11:05:00,2015-01-06,19,94.4846,94.5261,94.3764,94.4179,-0.0007070170257462504
2015-01-06 11:10:00,2015-01-06,20,94.4179,94.4281,93.8023,93.8125,-0.006431992982682511
2015-01-06 11:15:00,2015-01-06,21,93.8125,93.8448,93.7195,93.7517,-0.0006481246593613234
2015-01-06 11:20:00,2015-01-06,22,93.7517,93.8145,93.7338,93.7966,0.00047809834558552275
2015-01-06 11:25:00,2015-01-06,23,93.7966,93.812,93.6737,93.6891,-0.0011461373721750217
2015-01-06 11:30:00,2015-01-06,24,93.6891,93.6946,93.1966,93.2021,-0.005212381252266796
2015-01-06 11:35:00,2015-01-06,25,93.2021,93.258,93.0649,93.1208,-0.0008717074473776421
2015-01-06 11:40:00,2015-01-06,26,93.1208,93.282,93.1112,93.2724,0.0016260431384565058
2015-01-06 11:45:00,2015-01-06,27,93.2724,93.2832,92.8558,92.8665,-0.004360730078795751
2015-01-06 11:50:00,2015-01-06,28,92.8665,92.8759,92.7009,92.7103,-0.0016840431369954736
2015-01-06 11:55:00,2015-01-06,29,92.7103,92.7326,92.1323,92.1545,-0.0060123977998723325
2015-01-06 12:00:00,2015-01-06,30,92.1545,92.1734,92.0698,92.0887,-0.0007152358435940209
2015-01-06 12:05:00,2015-01-06,31,92.0887,92.5691,92.0482,92.5287,0.004766974731577344
2015-01-06 12:10:00,2015-01-06,32,92.5287,93.0279,92.5225,93.0217,0.005314017089443775
2015-01-06 12:15:00,2015-01-06,33,93.0217,93.0357,92.4143,92.4283,-0.006399500160085319
2015-01-06 12:20:00,2015-01-06,34,92.4283,92.4304,91.8117,91.8138,-0.006670289405486789
2015-01-06 12:25:00,2015-01-06,35,91.8138,91.8776,91.8138,91.8775,0.0006937767946060707
2015-01-06 12:30:00,2015-01-06,36,91.8775,92.0421,91.849,92.0136,0.0014793871280824626
2015-01-06 12:35:00,2015-01-06,37,92.0136,92.0261,91.4837,91.4962,-0.005638458560595572
2015-01-06 12:40:00,2015-01-06,38,91.4962,91.8916,91.4924,91.8877,0.004269698739073094
2015-01-06 12:45:00,2015-01-06,39,91.8877,92.2881,91.805,92.2053,0.003450819497889746
2015-01-06 12:50:00,2015-01-06,40,92.2053,92.2676,91.9146,91.9768,-0.002482045666762778
2015-01-06 12:55:00,2015-01-06,41,91.9768,92.1323,91.9615,92.117,0.0015234683071016913
2015-01-06 13:00:00,2015-01-06,42,92.117,92.1491,92.0868,92.1188,1.97941613628661e-05
2015-01-06 13:05:00,2015-01-06,43,92.1188,92.2212,92.0747,92.1771,0.0006324958611665587
2015-01-06 13:10:00,2015-01-06,44,92.1771,92.2244,92.0093,92.0566,-0.0013085419035583348
2015-01-06 13:15:00,2015-01-06,45,92.0566,92.067,91.5442,91.5547,-0.005466748802498265
2015-01-06 13:20:00,2015-01-06,46,91.5547,91.5739,91.5033,91.5224,-0.0003526556826481458
2015-01-06 13:25:00,2015-01-06,47,91.5224,91.5922,91.2229,91.2927,-0.0025135455595310294
2015-01-06 13:30:00,2015-01-06,48,91.2927,92.0656,91.2554,92.0284,0.008026307755816151
2015-01-06 13:35:00,2015-01-06,49,92.0284,92.0643,92.0101,92.046,0.00019135313911594487
2015-01-06 13:40:00,2015-01-06,50,92.046,92.3973,92.0011,92.3524,0.0033238155371016443
2015-01-06 13:45:00,2015-01-06,51,92.3524,92.818,92.3333,92.7989,0.004822855399341681
2015-01-06 13:50:00,2015-01-06,52,92.7989,93.134,92.7882,93.1233,0.003489302717514789
2015-01-06 13:55:00,2015-01-06,53,93.1233,93.2497,93.1211,93.2475,0.0013335194759967973
